                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.729,                 1.3699,                 1.0731,                0.83651,                0.69018,                0.78115,                0.46925,                 1.5668,                 1.0257,                 1.0314,             0.00055422,             0.00055422,             0.00055422
                      2,                 1.6053,                0.91674,                 1.0329,                0.84349,                0.75559,                0.83922,                0.51581,                 1.5377,                0.84833,                  1.023,             0.00056049,             0.00056049,             0.00056049
