                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.8931,                 4.3358,                 3.7444,                0.00374,                0.16903,                0.00313,                0.00094,                 3.5496,                 4.3715,                 3.3485,              0.0005529,              0.0005529,              0.0005529
